courses,average_rating,name,slug,num_courses,num_reviews,sentiment
"['ENGL101', 'ENGL394', 'ENGL101X', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394', 'ENGL394']",3.25,Erica Cochran,cochran,11,12,-0.008617291847864786
"['INAG110', 'COMM107']",2.7436,Jim Golden,golden_jim,2,39,-0.4649903315764207
"['ENGL688', 'ENGL788A', 'ENGL353', 'ENGL289P', 'ENGL499', 'ENGL788B', 'ENGL788', 'ENGL788F', 'ENGL345', 'ENGL768B', 'ENGL469E', 'ENGL125', 'ENGL688', 'ENGL125', 'ENGL788', 'ENGL125', 'ENGL688', 'ENGL688']",4.25,Joshua Weiner,weiner_joshua,18,12,0.18358179926872253
"['FIRE167', 'FIRE120', 'FIRE267', 'PHSC497', 'MIEH300', 'PHSC440', 'SPHL399', 'PHSC430', 'PHSC388A', 'MIEH300', 'PHSC388A', 'PHSC497', 'SPHL399', 'MIEH300', 'PHSC430', 'PHSC440', 'PHSC497', 'MIEH300', 'PHSC440', 'SPHL399', 'PHSC430', 'MIEH300', 'PHSC430', 'PHSC497', 'MIEH300', 'PHSC430', 'PHSC440', 'PHSC450', 'PHSC450', 'PHSC497', 'PHSC450', 'PHSC497', 'PHSC430']",3.5455,Kendall Bustad,bustad,33,11,0.09703970497304742
"['ENTM699M', 'ENTM699N', 'BSCI483', 'ENST499F', 'ENST689F', 'BSCI483', 'ENTM788C', 'BSCI483', 'ENTM699M', 'ENTM699N', 'BSCI483']",3.0,Megan Fritz,fritz,11,10,-0.0027059197425842287
"['CMSC417', 'CMSC414', 'CMSC818Y', 'CMSC433', 'CMSC388J', 'CMSC420', 'CMSC436', 'CMSC389Z', 'CMSC414', 'CMSC388J', 'CMSC388J', 'CMSC414', 'CMSC420', 'CMSC414', 'CMSC436', 'CMSC389Z', 'CMSC388J', 'CMSC414', 'CMSC420', 'CMSC388J', 'CMSC388J', 'CMSC420', 'CMSC436', 'CMSC414', 'CMSC388J', 'CMSC436']",3.7595,Michael Marsh,marsh_michael,26,79,0.12826172837728186
"['FIRE165', 'FIRE120', 'FIRE265', 'ENME272', 'ENME400', 'ENME272', 'ENME272', 'ENME489O', 'ENME272', 'ENME400', 'ENME272', 'ENPM671', 'ENME272', 'ENME489O', 'ENME272', 'ENME400', 'ENPM671', 'ENME272', 'ENME489O']",3.5625,Mohammad Fazelpour,fazelpour,19,16,0.0016167834401130676
"['BUMK715', 'BUMK758V', 'BMGT451', 'BUSM702', 'BMGT858I', 'BMGT451', 'BMGT858A', 'BMGT451', 'BMGT354', 'BMGT354', 'BMGT350']",4.5,Rebecca Ratner,ratner_rebecca,11,10,0.6437816143035888
"['ENGL101', 'ENGL101A', 'ENGL394', 'ENGL390H', 'ENGL395', 'ENGL390', 'ENGL391', 'ENGL101X', 'ARHU230', 'ARHU298A', 'ENGL101C', 'ARHU230', 'ENGL254', 'ENGL393H', 'ARHU230', 'ARHU230', 'ARHU158D', 'ARHU230', 'ARHU158D', 'ENGL395']",4.8235,Robert Lucci,lucci_robert,20,34,0.8771014599239125
"['CHEM131', 'CHEM272', 'CHEM131S', 'BCHM463', 'CPSP218L', 'CHEM271', 'CHEM131', 'CHEM272', 'CHEM131', 'CHEM135', 'CHEM272', 'CHEM131', 'CHEM135', 'CHEM272', 'CHEM271', 'CHEM272', 'CHEM271', 'CHEM272', 'CHEM135', 'CHEM272', 'CHEM131', 'CHEM131', 'CHEM272', 'CHEM131', 'CHEM272', 'CMNS100']",4.2476,Amanda Schech,schech,26,105,0.46417218389965237
"['MATH111', 'MATH140', 'MATH246', 'STAT100', 'MATH214', 'MATH246H', 'MATH401', 'MATH461', 'STAT401', 'MATH141', 'STAT400', 'STAT410', 'SURV410', 'SPHL610', 'MATH141H', 'STAT400', 'STAT410', 'SURV410', 'MATH141', 'STAT400', 'STAT401', 'STAT410', 'STAT420', 'SURV410', 'MATH141', 'STAT400', 'STAT401', 'STAT410', 'STAT410', 'STAT400', 'STAT401', 'STAT498J', 'DATA400', 'BIOI601', 'DATA601', 'MSML601', 'DATA100', 'DATA400', 'STAT400', 'STAT420', 'SURV420', 'BIOI601', 'DATA400', 'DATA601', 'MSML601', 'STAT400', 'STAT401', 'STAT410', 'SURV410']",3.4797,Jonathan Fernandes,fernandes,49,148,-0.048697237630148195
"['ARTH488N', 'ARTH383', 'ARTH488B', 'ARTH292', 'ARTH779', 'ARTH779C', 'ARTH488', 'ARTH488J', 'ARTH779D', 'ARTH779F', 'ARTH488A', 'ARTH779G', 'ARTH779B', 'ARTH428E', 'ARTH698', 'ARTH779A', 'ARTH488J']",2.1538,Alicia Volk,volk,17,13,-0.538622512267186
"['ECON312', 'ECON422', 'ECON321', 'ECON325', 'ECON321', 'ECON312', 'ECON321', 'ECON422', 'ECON201', 'ECON312', 'ECON321', 'ECON321', 'ECON422', 'ECON201', 'ECON312', 'ECON321', 'ECON321', 'ECON422']",3.5439,Alka Gandhi,gandhi,18,57,-0.1552617821777076
"['PHIL328A', 'PHIL140', 'PHIL282', 'PHIL140', 'PHIL140', 'PHIL100']",3.7222,Andrew Fyfe,fyfe,6,18,0.11634127630127801
"['MATH003', 'MATH013', 'MATH113', 'MATH013', 'MATH113', 'MATH113', 'MATH113', 'MATH113', 'MATH113', 'MATH113', 'MATH113']",1.9717,Barbara Michelato,michelato,11,106,-0.714437056824846
"['HONR299F', 'HLTH672', 'HLTH710', 'BUSI602', 'HNUH239P', 'BUSM771', 'HNUH239P', 'HNUH239P']",4.6,Behzad Gohari,gohari_behzad,8,10,0.7974701583385467
"['ENGL313', 'ENGL394', 'AASP478C', 'ENGL301', 'ENGL378B', 'AASP478N', 'ENGL471', 'ENGL497', 'ENGL433', 'ENGL297', 'ENGL301', 'CMLT277', 'ENGL301', 'ENGL394', 'ENGL394', 'ENGL393', 'ENGL101', 'ENGL394', 'ENGL497', 'ENGL142', 'ENGL494', 'ENGL497', 'ENGL381', 'ENGL394', 'ENGL494', 'HONR368A']",4.0,Blake Wilder,wilder_blake,26,14,0.397316826241357
"['MATH140', 'ENPM809B', 'ENPM663', 'MATH140', 'ENPM663', 'ENPM663', 'MATH140', 'ENPM663', 'MATH140']",4.8387,Craig Schlenoff,schlenoff,9,31,0.7369894692974706
"['CMSC828N', 'CMSC624', 'CMSC624', 'CMSC424', 'CMSC624', 'CMSC424']",3.075,Daniel Abadi,abadi_daniel,6,40,-0.11926436573266982
"['PHIL362', 'PHIL140', 'PHIL438D', 'PHIL318B', 'PHIL418E', 'PHIL204', 'PHIL100', 'PHIL203', 'PHIL308T', 'PHPE308B', 'PHIL309K', 'PHPE308E', 'PHIL203', 'PHIL203', 'PHIL309K', 'PHPE308B', 'PHPE308E', 'PHIL203', 'PHIL318B', 'PHPE308B', 'PHIL203', 'PHIL309K', 'PHPE308B', 'PHIL203', 'PHIL318B', 'PHPE308B', 'PHIL203', 'PHIL309K', 'PHPE308B']",3.6176,Daniel Blair,blair,29,34,-0.06191690529094023
"['INST327', 'INST377', 'INST447', 'INST126', 'INST346', 'INFM700', 'INST208L', 'INST346', 'INFM700', 'INST208L', 'INST346', 'INST123', 'INST228', 'INST447', 'INST346', 'INST398G', 'INST228', 'INST346', 'INST398G', 'INST123', 'INST227', 'INST228', 'INST346', 'INST398G', 'INST447', 'INST227', 'INST320', 'INST346']",4.4667,Donal Heidenblad,heidenblad,28,15,0.8113322933514913
"['BMGT230', 'BMGT230B', 'BMGT230', 'BMGT230B', 'BMGT230', 'BMGT230B', 'BMGT230', 'BMGT230B', 'BMGT230', 'BMGT230B', 'BMGT230', 'BMGT230B']",4.3708,Erich Studer-Ellis,studer-ellis,12,89,0.6370110364442461
"['BMGT364', 'BMGT495', 'BUSO600', 'BMGT363', 'BMGT360', 'BMGT364', 'BMGT364M', 'BMGT364N', 'BMGT360', 'BMGT363', 'BMGT364', 'BUSO600', 'BMGT363', 'BMGT364', 'BMGT495', 'BMGT360', 'BMGT363', 'BMGT364', 'BMGT364N', 'BMGT360', 'BMGT495', 'BMGT360', 'BMGT364', 'BMGT364N']",2.2813,Gregory Marr,marr_gregory,24,32,-0.605524942278862
"['PHIL250H', 'HONR229E', 'PHIL453', 'PHIL808F', 'PHIL209G', 'PHIL364', 'PHIL808J', 'PHIL205', 'PHPE402', 'PHIL868', 'PHIL250', 'PHPE402', 'PHIL205', 'PHIL364', 'PHIL364', 'PHIL453', 'PHIL205', 'PHIL808J']",4.8182,Harjit Bhogal,bhogal,18,11,0.8122440468181263
"['STAT400', 'STAT401', 'STAT464', 'STAT430', 'SPHL601', 'SPHL602', 'SPHL603', 'SPHL610', 'STAT410', 'SURV410', 'MATH141', 'MATH141', 'STAT401', 'STAT430', 'MATH141', 'STAT410', 'STAT430', 'SURV410', 'MATH498L', 'STAT400', 'STAT430', 'MATH141', 'MATH240', 'STAT430', 'DATA400', 'STAT400', 'MATH240', 'STAT430', 'STAT464', 'MATH461', 'STAT410', 'STAT430', 'SURV410', 'MATH141']",2.6383,Hatice Sahinoglu,sahinoglu,34,94,-0.3511523040051156
"['BMGT302', 'BMGT402', 'CMSC106', 'CMSC131', 'CMSC122', 'CMSC411', 'CMSC389N', 'CMSC216', 'CMSC132', 'CMSC411', 'CMSC106', 'CMSC216', 'CMSC216', 'CMSC411', 'CMSC335', 'CMSC411', 'CMSC411', 'CMSC216', 'CMSC411', 'CMSC106', 'CMSC216', 'CMSC411']",2.3605,Ilchul Yoon,yoon_ilchul,22,147,-0.5277028181114976
"['STAT400', 'MATH405']",4.0476,John Millson,millson,2,21,-0.030881626265389577
"['BUFN763', 'BMGT343', 'BUFN738', 'BUFN730', 'BUFN741', 'BUSI758F', 'BUSM758S', 'BUFN734', 'BUFN758Z', 'BUSI758F', 'BMGT343', 'BMGT343', 'BUFN721', 'BUFN734', 'BUFN741', 'BUSI758F', 'BMGT343', 'BUFN758Z', 'BUSI758F', 'BUSM758S', 'BMGT343', 'BUFN741', 'BUSI758F', 'BMGT343', 'BUFN758Z', 'BUSI758F', 'BUSM758S', 'BMGT343', 'BUFN741', 'BUSI758F']",3.4615,Kenneth Fuller,fuller_kenneth,30,13,-0.07328780339314388
"['CMSC250', 'CMSC427', 'CMSC330', 'CMSC131', 'CMSC425', 'CMSC388E', 'CMSC388M', 'CMSC498N', 'IMDM127', 'CMSC389E', 'CMSC420', 'CMSC389E', 'IMDM290', 'CMSC427', 'CMSC420', 'IMDM498B', 'IMDM127', 'CMSC388Y', 'IMDM101', 'IMDM327', 'CMSC427', 'IMDM127', 'IMDM127']",3.8276,Roger Eastman,eastman_roger,23,29,0.164969592258848
"['GVPT319C', 'GVPT319D', 'GVPT319E', 'GVPT319F', 'BMGT198B', 'BMGT360', 'EDCP108C', 'GVPT289C', 'SOCY298B', 'PHPE350', 'BMGT160', 'PHPE355', 'BMGT198C', 'BMGT160', 'BMGT298D', 'EDCP108C', 'BMGT160', 'BMGT758I', 'EDCP108C', 'PHPE350', 'EDCP108C', 'BMGT198C', 'PLCY288G', 'BMGT160', 'BMGT198C', 'BMGT160', 'BMGT758I', 'EDCP108C', 'BMSO778C', 'BMGT160', 'BMSO778C', 'EDCP108C']",4.5,Sarah Wolek,wolek,32,16,0.45516787841916084
"['EDSP210', 'EDSP470', 'EDSP485', 'EDSP683', 'EDSP411', 'EDSP601', 'EDSP289I', 'CHSE205', 'EDSP311', 'CHSE205', 'EDSP311', 'CHSE205', 'EDSP311', 'CHSE205', 'EDSP485', 'EDSP683', 'EDSP311', 'CHSE205', 'CHSE205', 'EDSP485', 'EDSP683', 'GEOL110']",3.9286,Yewon Lee,lee_yewon,22,14,0.42493551543780733
"['BSCI440', 'NACS644', 'NACS898', 'BSCI339X', 'BSCI456', 'NACS644', 'BSCI450', 'BSCI279Q', 'BSCI456', 'NACS644', 'BSCI450']",3.25,Colenso Speer,speer_colenso,11,16,-0.09482810646295547
"['PHIL140', 'PHIL848L', 'HONR239Z', 'PHIL338D', 'HNUH268A', 'HNUH268A', 'HNUH268A', 'PHIL808M', 'HNUH268A', 'PHIL140', 'PHIL140', 'PHIL140', 'PHIL140', 'PHIL338T']",2.814,Hallie Liberto,liberto,14,43,-0.44998353165249494
"['BIOL709W', 'BSCI339W', 'BSCI440', 'BIOL709W', 'BSCI381', 'BIOL708M', 'BSCI450', 'BIOL709W', 'BSCI381', 'BSCI450', 'BIOL709W', 'BSCI381']",4.0625,Scott Juntti,juntti,12,16,0.476998008787632
"['MUSC448N', 'COMM107', 'MUSC669N', 'MUSC699N', 'MUSC469D', 'MUSC669D', 'COMM107', 'COMM107', 'COMM107', 'COMM424', 'MUSC469D', 'MUSC669D', 'COMM107', 'COMM107', 'COMM424', 'MUSC469D', 'MUSC669D', 'MUSC469D', 'MUSC669D', 'COMM107']",3.2593,Daniel Foster,foster_daniel,20,27,-0.19277918559533577
"['BMGT390H', 'BMGT468Z', 'HONR258E', 'ENES390H', 'BUMO758W', 'BMGT363', 'BMGT463', 'BMGT289A', 'BMGT467', 'BMGT289A', 'BMGT289A', 'BMGT468Z', 'BMGT289A', 'BMGT363', 'BMGT289A', 'BMGT468Z', 'HNUH239T', 'BMGT289A', 'BMGT363', 'XPER433', 'BMGT468Z', 'HNUH239T']",3.1579,Gerald Suarez,suarez_gerald,22,19,0.031487195115340386
"['BMGT363', 'BMGT364', 'BUMO714', 'BUMO794', 'BMGT362', 'BUMO725', 'BUSI662', 'BUAC723', 'BUSO711', 'BULM732', 'BUSO600', 'BULM724', 'BUSI758X', 'BUSI718O', 'BUSI710', 'BMGT362', 'BMGT364', 'BMGT362', 'BMGT364', 'BMGT364N', 'BULM732', 'BUSI662', 'BUSI710', 'BMGT362', 'BMGT364', 'BMGT364N', 'BULM724', 'BMGT362', 'BMGT364', 'BUSI662', 'BUSI710', 'BUSO711', 'BMGT362', 'BMGT364', 'BMGT364N', 'BMGT362', 'BMGT364', 'BUSI710', 'BUSO711', 'BMSO778N']",2.5,Gosia Langa Basit,basit,40,26,-0.530729048527204
"['LARC471', 'LARC455', 'LARC151', 'LARC642', 'LARC151', 'LARC151', 'LARC642']",2.3077,Kelly Fleming,fleming_kelly,7,13,-0.40001206214611346
['COMM107'],4.9,Neha Kamran,kamran,1,10,0.9754556834697723
"['BMGT495', 'BMGT466', 'BMGT468P', 'BMGT289J', 'BMGT466F', 'BMGT466', 'BMGT495', 'BMGT364', 'BMGT364N', 'BMGT466', 'BMGT466F', 'BMGT495', 'BMGT758X', 'BUSI711', 'BUSI758Q', 'BUSO600', 'BMGT364', 'BMGT466', 'BMGT495', 'BMGT758Y', 'BMGT364', 'BMGT495', 'BUSI758Q', 'BMGT364', 'BMGT364N', 'BMGT758X', 'BMGT495', 'BMSO778L', 'BUSO600', 'BMGT466', 'BMGT495', 'BMGT758Y', 'BMSO778E', 'BMGT364', 'BMGT495', 'BMGT758X', 'BMSO778L', 'BUSO600', 'BMGT364N', 'BUSI662']",3.75,Roy Thomason,thomason,40,24,0.24546685069799423
"['ENAE457', 'ENES102', 'ENAE484', 'ENAE311', 'ENES232', 'ENES113', 'ENES100', 'ENES100A', 'EDSP652', 'ENES232', 'ENES100', 'ENES100A', 'ENES102', 'ENES113', 'ENAE484', 'ENAE311', 'ENES102', 'ENES232', 'ENES232', 'ENAE311', 'ENES102', 'ENES232', 'ENES113', 'ENAE484', 'ENES232', 'ENES100', 'ENES102', 'ENES102H', 'ENAE484', 'ENES232', 'ENES113', 'ENES100', 'ENES102']",3.4651,Jarred Young,young_jarred,33,43,-0.08303825106731681
"['MATH113', 'MATH213', 'MATH107', 'MATH107', 'MATH121', 'MATH107']",1.8571,Mirna Pinsky,pinsky,6,14,-0.9841223571981702
"['ENGL101', 'CMLT270', 'WMST275', 'PERS371', 'CMLT275', 'WGSS275', 'CMLT275', 'WGSS275', 'CMLT277', 'CMLT277', 'CMLT270', 'ENGL101A']",3.25,Nahid Ahmadian,ahmadian,12,16,-0.00896923616528511
"['MATH113', 'MATH140', 'MATH240', 'MATH401']",3.6875,Shin Song,song_shin,4,32,0.06156157702207565
"['MATH452', 'MATH406', 'MATH642', 'MATH310', 'MATH120', 'MATH405', 'MATH858K', 'MATH405', 'MATH120', 'MATH405', 'MATH401', 'MATH489D', 'MATH689D']",4.4,Adam Kanigowski,kanigowski,13,10,0.5736985325813293
"['THET285', 'SPHL601', 'SPHL602', 'SPHL603', 'UNIV100', 'THET285', 'THET285', 'THET285', 'THET285']",4.2,Drew Barker,barker_drew,9,10,0.18887256383895873
"['CCJS100', 'CCJS105', 'CCJS225', 'CCJS451', 'CCJS325', 'CCJS105', 'CCJS225', 'CCJS325', 'CCJS451', 'PSYC303', 'CCJS225', 'CCJS225', 'CCJS225']",4.8421,Kyle Dorsey,dorsey,13,19,0.7870426993621024
"['MATH220', 'MATH445', 'MATH140', 'MATH401', 'MATH140H', 'MATH141H', 'MATH403', 'MATH241H', 'MATH410', 'MATH240', 'MATH310', 'MATH141', 'CMSC456', 'ENEE456', 'MATH456', 'MATH406', 'EDSP652', 'MATH405', 'MATH240', 'CMSC456', 'MATH240', 'MATH401', 'MATH456']",3.3265,Nathan Manning,manning_nathan,23,49,-0.021638219453850572
"['MATH642', 'MATH643', 'MATH858T', 'MATH246', 'HONR258P', 'MATH246H', 'MATH310', 'MATH430', 'MATH401', 'MATH246', 'MATH452', 'MATH498E', 'MATH401', 'MATH410', 'MATH498E', 'MATH498E', 'MATH246H', 'MATH274']",3.0,Rodrigo Trevino,trevino,18,34,-0.06972376914585338
"['INST326', 'HLTH710', 'INST126', 'INST208M', 'INST228', 'INST326', 'INST228', 'INST326', 'INST228', 'INST228', 'INST326', 'INST326', 'INST228', 'INST326', 'INST228', 'INST326']",3.8462,Aric Bills,bills,16,26,0.30182819870802075
"['CCJS650', 'CCJS200', 'CCJS352', 'CCJS699G', 'CCJS720', 'CCJS621', 'CCJS200', 'CCJS720', 'CCJS621', 'CCJS720', 'CCJS621', 'CCJS720']",3.0,Greg Midgette,midgette,12,12,0.011636232336362204
"['MUSC205', 'MUSC648', 'MUSC204', 'MUSC210', 'MUSC361', 'MUSC448R', 'MUSC210', 'MUSC210', 'MUSC210', 'MUSC210', 'MUSC210', 'MUSC210']",3.4737,Nicole Powlison,powlison,12,19,-0.47692947952370895
"['PHIL454', 'PHIL320', 'PHIL220', 'PHIL338D', 'PHIL209M', 'PHIL344', 'PHIL364', 'PHIL140', 'PHIL203', 'PHIL203', 'PHIL320', 'PHIL209T', 'PHIL140', 'PHIL366']",4.7368,Shen Pan,pan_shen,14,19,0.5962771491000527
"['GVPT241', 'GVPT449G', 'GVPT449I', 'GVPT105S', 'CPSN101', 'GVPT241', 'GVPT241', 'GVPT449A', 'GVPT241', 'GVPT449G', 'GVPT241', 'GVPT241', 'GVPT449G', 'GVPT241']",3.5122,Sujith Kumar,kumar_sujith,14,41,0.03690442370205391
"['PHYS624', 'PHYS411', 'PHYS274', 'PHYS851', 'PHYS274', 'PHYS851', 'PHYS274', 'PHYS851', 'PHYS270']",3.6364,Anson Hook,hook,9,11,-0.09023756330663507
"['BSCI353', 'BSCI454', 'PSYC309I', 'PSYC409', 'PSYC489R', 'NEUR305', 'PSYC489P', 'PSYC207', 'PSYC300', 'PSYC417', 'PSYC302', 'NEUR479', 'NEUR305', 'NEUR305', 'PSYC300', 'PSYC302', 'PSYC409', 'NEUR305', 'PSYC207', 'PSYC431', 'PSYC302', 'NEUR305', 'PSYC300', 'PSYC302', 'PSYC409', 'NEUR305', 'PSYC207', 'PSYC431', 'NEUR305', 'PSYC300', 'PSYC302', 'PSYC409']",3.4103,Amanda Chicoli,chicoli,32,39,-0.08473834930322109
"['SOCY601', 'SOCY602', 'SOCY699C', 'SOCY100', 'SOCY380', 'SOCY699N', 'SOCY100', 'SOCY601', 'SOCY699C', 'SOCY100', 'SOCY435', 'SOCY100', 'SOCY601', 'SOCY699C', 'SOCY201', 'SOCY435', 'SOCY100', 'SOCY601', 'SOCY699C']",4.7647,Amelia Branigan,branigan,19,17,0.7195012955104604
"['PHYS174', 'PHYS107', 'PHYS275', 'PHYS107', 'PHYS275', 'PHYS107', 'PHYS275', 'PHYS107', 'PHYS275']",3.8182,Anwar Bhatti,bhatti,9,11,0.43333410674875433
"['ENGL101', 'ENGL101X', 'ENGL398C', 'ENGL398N', 'ENGL368B', 'ENGL140', 'ENGL391', 'ENGL101X', 'ENGL101X', 'ENGL101X', 'ENGL368A', 'ENGL391', 'RELS319J', 'ENGL101', 'ENGL101', 'ENGL391', 'ENGL101X', 'ENGL391', 'ENGL101', 'ENGL101X', 'ENGL368A', 'ENGL391', 'RELS319J']",3.4848,Benjamin Baker,baker_benjamin,23,33,0.06810366565530951
"['UNIV100', 'EXST030', 'IDEA210', 'IDEA101', 'IDEA258D', 'IDEA247', 'IDEA258A', 'IDEA398A', 'IDEA258F', 'IDEA398C', 'IDEA379A', 'IDEA247', 'IDEA258A', 'IDEA258D', 'IDEA379A', 'IDEA258A', 'IDEA258D', 'IDEA379A', 'IDEA398C', 'SMLP470', 'IDEA258A', 'IDEA258D', 'IDEA345', 'IDEA379A', 'IDEA698', 'IDEA258A', 'IDEA379A', 'SMLP470', 'IDEA201', 'IDEA311', 'IDEA201', 'IDEA311', 'IDEA698', 'IDEA201', 'IDEA311', 'SMLP470']",2.3636,Brooke Smith,smith_brooke,36,11,-0.28481803698973224
"['ENES232', 'ENFP405', 'ENFP102', 'ENFP621', 'ENES115', 'ENES100', 'ENES100A', 'ENES232', 'ENES115', 'ENES232', 'ENES232', 'ENES232', 'ENES100', 'ENES100A', 'ENES232', 'ENES232', 'ENES115', 'ENES102H', 'ENES232', 'ENES100', 'ENES100A', 'ENES102', 'ENES232', 'ENES115', 'ENES100', 'ENES102', 'ENES232']",4.9512,Catherine Hamel,hamel,27,41,0.9027577856691872
"['INST152', 'INST201', 'INST352', 'INST201', 'INST201', 'INST352', 'INST201', 'INST228', 'INST152', 'INST152', 'INST201']",1.5172,Courtney Douglass,douglass,11,29,-0.9306206908719293
"['ENGL398A', 'ENGL393', 'ENGL353', 'ENGL470', 'ENGL393', 'ENGL393', 'ENGL393', 'ENGL393', 'ENGL353', 'ENGL393', 'ENGL394', 'CMLT398D', 'ENGL379R', 'ENGL398A', 'ENGL393', 'AASP398N', 'ENGL368N']",4.4545,Dennis Winston,winston,17,11,0.810234313661402
"['WMST250', 'WMST298D', 'WMST428J', 'AASP498J', 'WMST300', 'SPHL601', 'SPHL602', 'SPHL603', 'AASP498G', 'WMST319D', 'WMST368', 'WGSS290', 'WGSS319D', 'WGSS368', 'ARHU230', 'WGSS230', 'WGSS290', 'WGSS290', 'WGSS319D', 'WGSS368', 'ARHU230', 'WGSS230', 'WGSS290', 'WGSS378', 'LGBT200', 'WGSS290', 'WGSS368', 'WGSS378', 'WGSS280', 'WGSS290', 'WGSS319D', 'WGSS290', 'WGSS319D']",4.2308,Jessica Mathiason,mathiason,33,13,0.38317269545335036
"['BCHM671', 'BCHM461', 'BCHM889A', 'BCHM669G', 'BCHM889A', 'BCHM461', 'BCHM461', 'BCHM461', 'BCHM461']",2.6316,Jinwoo Lee,lee_jinwoo,9,19,-0.5926041822684439
"['PLCY388D', 'PLCY798Y', 'PLCY300', 'PLCY380', 'BSOS388B', 'PLCY380', 'PLCY798Y', 'PLCY300', 'PLCY798Y', 'PLCY300', 'PLCY380', 'PLCY798Y']",2.4545,Joannie Tremblay-Boire,tremblay-boire,12,11,-0.2911705428903753
"['MATH113', 'MATH115', 'MATH113', 'MATH115', 'MATH113', 'MATH113']",1.88,Jocelyn Menecio,menecio,6,25,-0.66421391248703
"['INST126', 'INST201', 'INST309', 'INST888', 'INST709', 'HDCC208Z', 'INST810', 'INST208M', 'INST228', 'INST802', 'INST888', 'INST709', 'INST801', 'INST802', 'INST126', 'INST801', 'INST818', 'INST126', 'INST779', 'INST828', 'INST126', 'INST801']",5.0,Joel Chan,chan_joel,22,10,0.9988170087337493
"['ENGL395', 'ENGL394', 'ENGL398V', 'ENGL398C', 'ENGL290', 'ENGL395', 'ENGL398C', 'ENGL395', 'ENGL398C', 'ENGL398N', 'ENGL395', 'ENGL398C']",5.0,Kevin Wisniewski,wisniewski,12,15,0.9963854551315308
"['BMGT332', 'BUDT732', 'BULM711', 'BUSI758C', 'BUSI758D', 'BMGT485', 'BUAC758C', 'BULM710', 'BMSO600', 'BMGT434', 'BUAC740', 'BUSI751', 'BMGT332', 'BMSO600', 'BUAC740', 'BUDT732', 'BULM710', 'BULM711', 'BMGT332', 'BMGT434', 'BMGT485', 'BMSO600', 'BUSI758Z', 'BMGT332', 'BULM711', 'BMSO600', 'BMGT438A', 'BMGT490H', 'ENES489A', 'ENES490H', 'BMGT332', 'BMGT434', 'BMGT438A', 'BMGT490H', 'BMSO600', 'ENES489A', 'ENES490H', 'BMGT332', 'BMGT438A', 'BMGT490H', 'BMSO600', 'BULM711', 'ENES489A', 'ENES490H']",2.037,Maria Bardossy,bardossy,44,27,-0.5530079823953135
"['PLCY401', 'PLCY101', 'CPPL200', 'PLCY203', 'PLCY400', 'PLCY386', 'PLCY201', 'CPPL200', 'PLCY101', 'PLCY203', 'CPPL200']",4.9091,Mathew Feehan,feehan,11,11,0.9900032010945407
"['STAT100', 'STAT464', 'STAT470', 'SPHL601', 'SPHL602', 'SPHL603', 'SPHL610', 'STAT100', 'STAT470', 'STAT100', 'STAT470', 'STAT100', 'STAT470', 'MATH107', 'TLPL692', 'STAT470', 'STAT100', 'STAT470', 'DATA100', 'DATA100', 'STAT100', 'STAT470', 'DATA100', 'STAT100', 'STAT470']",4.0698,Matthew Griffin,griffin_matthew,25,172,0.40201703926851584
"['MATH113', 'MATH140', 'MATH141', 'MATH120', 'MATH141H', 'MATH240', 'MATH246H', 'MATH310', 'STAT401', 'STAT400', 'STAT410', 'SURV410', 'MATH140', 'STAT401', 'STAT410', 'SURV410', 'STAT400', 'MATH120', 'MATH140', 'STAT400', 'STAT401', 'STAT410', 'SURV410', 'MATH120', 'STAT400', 'STAT410', 'SURV410', 'STAT400', 'STAT401', 'STAT400', 'STAT401', 'STAT400', 'STAT401', 'STAT410', 'SURV410', 'DATA400', 'DATA400', 'DATA604', 'MATH120', 'STAT400', 'STAT410', 'SURV410', 'DATA400', 'MATH120', 'STAT400', 'STAT420']",4.0769,Mestiyage Gunatilleka,gunatilleka,46,143,0.31201958739674174
"['CMSC131', 'CMSC351', 'CMSC250', 'CMSC426', 'CMSC320', 'MSML605', 'ENTS699', 'ENEE140', 'CMSC250', 'CMSC250', 'CMSC422', 'CMSC320', 'CMSC422', 'CMSC320', 'CMSC422', 'CMSC250', 'CMSC422', 'DATA120', 'DATA120', 'CMSC250', 'CMSC320', 'CMSC426', 'DATA120', 'DATA320', 'MSML605', 'CMSC250', 'CMSC422', 'DATA120', 'BIOI602', 'DATA602', 'MSML602']",3.6357,Mohammad Nayeem Teli,teli,31,129,0.07131145074386006
"['PHYS122', 'PHYS121', 'PHYS121', 'PHYS122', 'PHYS121', 'PHYS122', 'PHYS121', 'PHYS122', 'PHYS122', 'PHYS121', 'PHYS161', 'PHYS122', 'PHYS161']",4.6364,Negar Heidarian Boroujeni,boroujeni,13,22,0.46628503636880353
"['ENGL101', 'ENGL101H', 'ENGL393', 'ENGL101S']",3.4,Nia Crawford,crawford_nia,4,15,-0.09169894854227702
"['ENGL101', 'ENGL395', 'ENGL394', 'ENGL494', 'ENGL393', 'ENGL498', 'ENGL101S', 'ENGL352', 'ENGL125', 'ENGL352', 'ENGL469K', 'ENGL271', 'ENGL352', 'ENGL498', 'ENGL271', 'ENGL395', 'ENGL498']",4.5833,Nicole Cuffy,cuffy,17,12,0.5099660307168961
